prix_reel,prix_pred,diff
16599,16599.0,0.0
28499,28499.0,0.0
24299,24299.0,0.0
23489,23489.0,0.0
15499,15499.0,0.0
29999,29999.0,0.0
14999,14999.0,0.0
17799,17799.0,0.0
23499,23499.0,0.0
14980,14980.0,0.0
14499,14499.0,0.0
20699,20699.0,0.0
14999,14999.0,0.0
21499,21499.0,0.0
18299,18299.0,0.0
21499,21499.0,0.0
23599,23599.0,0.0
11999,11999.0,0.0
20980,20980.0,0.0
14999,14999.0,0.0
15999,15999.0,0.0
11979,11979.0,0.0
19999,19999.0,0.0
23999,23999.0,0.0
13280,13280.0,0.0
17999,17999.0,0.0
10499,10499.0,0.0
15799,15799.0,0.0
33299,33299.0,0.0
15299,19499.0,4200.0
15999,18499.0,2500.0
14499,14499.0,0.0
14499,15799.0,1300.0
15980,15980.0,0.0
30799,30299.0,-500.0
16499,16499.0,0.0
13985,13985.0,0.0
19999,19999.0,0.0
36999,36999.0,0.0
15399,15399.0,0.0
12777,12777.0,0.0
24999,24999.0,0.0
23299,22649.0,-650.0
13799,13299.0,-500.0
29799,27787.0,-2012.0
11799,14999.0,3200.0
16499,16499.0,0.0
16999,16999.0,0.0
26999,26999.0,0.0
15999,15999.0,0.0
14499,14499.0,0.0
17486,12999.0,-4487.0
13199,13199.0,0.0
26899,26899.0,0.0
15936,15936.0,0.0
18979,18979.0,0.0
18999,14990.0,-4009.0
24579,24579.0,0.0
21499,21499.0,0.0
12980,12980.0,0.0
10499,10499.0,0.0
12499,12499.0,0.0
25499,25499.0,0.0
15499,16499.0,1000.0
19299,19299.0,0.0
18989,18989.0,0.0
14999,14999.0,0.0
10787,12979.0,2192.0
14499,14499.0,0.0
10499,10499.0,0.0
19499,19999.0,500.0
9499,9499.0,0.0
37986,37986.0,0.0
15439,16299.0,860.0
17999,17999.0,0.0
17799,17799.0,0.0
18799,18799.0,0.0
15399,15399.0,0.0
21999,21999.0,0.0
22499,22499.0,0.0
18187,18990.0,803.0
16980,16980.0,0.0
17699,17699.0,0.0
17980,17980.0,0.0
27999,27999.0,0.0
18999,18999.0,0.0
12499,12499.0,0.0
21499,24999.0,3500.0
15499,15499.0,0.0
17480,17480.0,0.0
19799,19799.0,0.0
16499,16499.0,0.0
26499,26499.0,0.0
18986,25799.0,6813.0
14999,14999.0,0.0
23299,23299.0,0.0
18999,15999.0,-3000.0
15280,15280.0,0.0
13299,13299.0,0.0
24499,24499.0,0.0
31499,30999.0,-500.0
19999,19999.0,0.0
29480,22578.0,-6902.0
15499,15499.0,0.0
19980,20989.0,1009.0
17900,17900.0,0.0
20499,20499.0,0.0
10799,10799.0,0.0
15299,15299.0,0.0
17499,18999.0,1500.0
21999,21999.0,0.0
18969,17900.0,-1069.0
13279,13279.0,0.0
12990,12990.0,0.0
19499,19499.0,0.0
17280,17280.0,0.0
20999,20999.0,0.0
13299,13299.0,0.0
27999,27999.0,0.0
26499,26499.0,0.0
15499,15499.0,0.0
17999,17999.0,0.0
18980,18980.0,0.0
18799,18799.0,0.0
27299,24980.0,-2319.0
18299,18299.0,0.0
17989,17989.0,0.0
12280,12280.0,0.0
14479,14479.0,0.0
15299,15299.0,0.0
13380,13380.0,0.0
19499,19499.0,0.0
21499,23499.0,2000.0
21499,21499.0,0.0
14799,14877.0,78.0
22980,23999.0,1019.0
16899,16899.0,0.0
33499,36855.0,3356.0
12678,12678.0,0.0
25999,25999.0,0.0
25499,25499.0,0.0
16999,15499.0,-1500.0
18799,18799.0,0.0
18799,18799.0,0.0
17499,17499.0,0.0
14499,14499.0,0.0
20599,20599.0,0.0
14899,14899.0,0.0
24990,24990.0,0.0
15499,17790.0,2291.0
20499,20499.0,0.0
11499,11499.0,0.0
20780,26490.0,5710.0
15999,15999.0,0.0
15999,15999.0,0.0
14999,14999.0,0.0
14999,14999.0,0.0
17999,13689.0,-4310.0
21799,21799.0,0.0
20580,20580.0,0.0
18990,18990.0,0.0
11999,11999.0,0.0
25499,25499.0,0.0
14979,13599.0,-1380.0
18999,18999.0,0.0
18999,18999.0,0.0
16900,16900.0,0.0
11989,11989.0,0.0
22299,22890.0,591.0
13999,13999.0,0.0
24799,23999.0,-800.0
12480,12480.0,0.0
18990,18990.0,0.0
27999,33945.0,5946.0
21499,21499.0,0.0
15279,14980.0,-299.0
37799,37799.0,0.0
38699,36855.0,-1844.0
27999,27990.0,-9.0
15299,17499.0,2200.0
21699,21699.0,0.0
16499,16499.0,0.0
10499,10499.0,0.0
23999,23999.0,0.0
23299,23299.0,0.0
14799,14799.0,0.0
15999,15999.0,0.0
31799,31799.0,0.0
28499,22846.0,-5653.0
15900,15900.0,0.0
12999,12999.0,0.0
12999,12999.0,0.0
18499,18499.0,0.0
12850,12850.0,0.0
26799,21999.0,-4800.0
15280,15280.0,0.0
17299,14999.0,-2300.0
9999,9999.0,0.0
29499,29499.0,0.0
17990,21999.0,4009.0
29499,29499.0,0.0
25299,25299.0,0.0
17999,17999.0,0.0
21979,21979.0,0.0
22899,22649.0,-250.0
12900,12900.0,0.0
15499,15499.0,0.0
33999,30999.0,-3000.0
17499,17499.0,0.0
11499,11499.0,0.0
15280,15299.0,19.0
15379,14160.0,-1219.0
30499,30499.0,0.0
14499,14499.0,0.0
19477,19477.0,0.0
24999,24999.0,0.0
19499,19499.0,0.0
19499,19499.0,0.0
16999,14890.0,-2109.0
12873,12873.0,0.0
37990,36092.0,-1898.0
13999,13999.0,0.0
26499,26499.0,0.0
21980,21980.0,0.0
26499,26499.0,0.0
12480,12480.0,0.0
14578,11999.0,-2579.0
13478,13478.0,0.0
17999,17999.0,0.0
12479,12479.0,0.0
15980,15980.0,0.0
22499,22999.0,500.0
16988,16988.0,0.0
16999,15979.0,-1020.0
17499,17499.0,0.0
28499,28499.0,0.0
17299,17299.0,0.0
32199,31224.0,-975.0
18990,18990.0,0.0
19499,13999.0,-5500.0
20285,20285.0,0.0
17499,17499.0,0.0
12899,12899.0,0.0
18999,18999.0,0.0
14499,14499.0,0.0
19999,19999.0,0.0
16799,18299.0,1500.0
16999,16999.0,0.0
19499,19499.0,0.0
11980,11980.0,0.0
11990,11990.0,0.0
23699,21499.0,-2200.0
15490,15499.0,9.0
17299,17299.0,0.0
18799,25890.0,7091.0
12480,12480.0,0.0
20499,20499.0,0.0
26499,22299.0,-4200.0
14290,14290.0,0.0
21999,19550.0,-2449.0
13980,13980.0,0.0
11579,10999.0,-580.0
12499,12499.0,0.0
17399,17399.0,0.0
14980,14980.0,0.0
16999,16999.0,0.0
25799,25799.0,0.0
16499,16499.0,0.0
19999,19999.0,0.0
15990,15990.0,0.0
13999,19499.0,5500.0
13999,13999.0,0.0
17389,20580.0,3191.0
23480,23480.0,0.0
18999,18999.0,0.0
21900,21900.0,0.0
32999,31224.0,-1775.0
30870,30870.0,0.0
18299,18299.0,0.0
17299,17299.0,0.0
17999,17999.0,0.0
11999,11999.0,0.0
21799,22999.0,1200.0
14499,14499.0,0.0
20799,20799.0,0.0
21499,21499.0,0.0
10488,10488.0,0.0
25999,25999.0,0.0
25980,25980.0,0.0
13499,17799.0,4300.0
16499,16499.0,0.0
16999,15499.0,-1500.0
14999,14999.0,0.0
22799,22799.0,0.0
20299,20299.0,0.0
28299,30299.0,2000.0
22499,17399.0,-5100.0
26799,26799.0,0.0
14980,18799.0,3819.0
23278,23278.0,0.0
32499,32499.0,0.0
21499,21499.0,0.0
18499,18499.0,0.0
29299,29299.0,0.0
30499,30499.0,0.0
17999,17999.0,0.0
26990,26990.0,0.0
26879,29339.0,2460.0
22499,22499.0,0.0
24999,18980.0,-6019.0
13399,13399.0,0.0
25872,25872.0,0.0
26699,26699.0,0.0
12499,13499.0,1000.0
21499,21499.0,0.0
16851,17499.0,648.0
16499,16499.0,0.0
19999,19999.0,0.0
15499,16989.0,1490.0
15999,15999.0,0.0
39900,39900.0,0.0
13480,14499.0,1019.0
23799,31299.0,7500.0
17499,17499.0,0.0
18499,29799.0,11300.0
10299,10299.0,0.0
14299,14299.0,0.0
14999,14999.0,0.0
14980,14980.0,0.0
25980,25980.0,0.0
15999,15999.0,0.0
17490,17490.0,0.0
28999,26499.0,-2500.0
14499,14499.0,0.0
20380,20380.0,0.0
35299,35299.0,0.0
26299,26299.0,0.0
36299,36299.0,0.0
37990,31293.0,-6697.0
10999,10999.0,0.0
26999,26999.0,0.0
15799,15799.0,0.0
25497,25497.0,0.0
26580,26580.0,0.0
26490,26490.0,0.0
12480,12480.0,0.0
25980,25980.0,0.0
14999,14999.0,0.0
15999,15999.0,0.0
9199,9199.0,0.0
20199,20199.0,0.0
12289,12289.0,0.0
17499,17499.0,0.0
20499,20499.0,0.0
40990,42390.0,1400.0
18900,18900.0,0.0
24989,24989.0,0.0
16999,16999.0,0.0
16799,14480.0,-2319.0
23499,23499.0,0.0
15990,15990.0,0.0
31999,31999.0,0.0
21999,21999.0,0.0
25499,25499.0,0.0
31999,31999.0,0.0
38990,25999.0,-12991.0
11696,11696.0,0.0
14999,15499.0,500.0
26999,20999.0,-6000.0
33999,33999.0,0.0
13499,13499.0,0.0
15499,15499.0,0.0
11799,11799.0,0.0
21799,21799.0,0.0
14999,14999.0,0.0
24999,24999.0,0.0
16987,16987.0,0.0
12799,12799.0,0.0
13200,13200.0,0.0
22240,22240.0,0.0
21499,21499.0,0.0
23990,23990.0,0.0
12799,12799.0,0.0
16499,16499.0,0.0
22990,22990.0,0.0
14990,15244.5,254.5
37499,34865.666666666664,-2633.3333333333358
15999,24499.0,8500.0
22499,22499.0,0.0
25990,25990.0,0.0
15799,15799.0,0.0
17499,17499.0,0.0
40900,40900.0,0.0
17799,17490.0,-309.0
11799,11799.0,0.0
13417,13417.0,0.0
20999,20999.0,0.0
36265,36092.0,-173.0
11399,11399.0,0.0
11799,11799.0,0.0
12980,12980.0,0.0
35999,35999.0,0.0
11999,14999.0,3000.0
19980,19980.0,0.0
20299,20299.0,0.0
17279,17279.0,0.0
33499,33499.0,0.0
14499,15999.0,1500.0
15999,19988.0,3989.0
17490,17490.0,0.0
10999,12299.0,1300.0
17999,23480.0,5481.0
16450,16450.0,0.0
15299,15299.0,0.0
28990,31293.0,2303.0
19499,18912.0,-587.0
26499,26499.0,0.0
35999,34865.666666666664,-1133.3333333333358
17799,17799.0,0.0
14299,14299.0,0.0
24999,22899.0,-2100.0
32988,32988.0,0.0
13999,11999.0,-2000.0
27799,27799.0,0.0
18799,18799.0,0.0
17799,17799.0,0.0
17299,17299.0,0.0
16499,16499.0,0.0
10799,10799.0,0.0
26690,26893.0,203.0
9588,7999.0,-1589.0
20499,20499.0,0.0
28578,40980.0,12402.0
18499,31299.0,12800.0
11999,11999.0,0.0
16799,19499.0,2700.0
11999,11999.0,0.0
14499,14499.0,0.0
39499,39499.0,0.0
27499,30999.0,3500.0
31499,30399.0,-1100.0
37500,37500.0,0.0
13480,13480.0,0.0
11499,13499.0,2000.0
25999,25999.0,0.0
13999,13999.0,0.0
17280,17280.0,0.0
10980,10980.0,0.0
11799,11799.0,0.0
30799,30799.0,0.0
11499,9999.0,-1500.0
38290,38290.0,0.0
9800,9800.0,0.0
22999,22999.0,0.0
13799,13799.0,0.0
16999,16999.0,0.0
17990,21900.0,3910.0
33599,29799.0,-3800.0
33980,33980.0,0.0
14980,14980.0,0.0
18999,24580.0,5581.0
26586,27999.0,1413.0
31499,30999.0,-500.0
18990,19299.0,309.0
14799,13549.0,-1250.0
27699,27699.0,0.0
24999,24999.0,0.0
16999,16999.0,0.0
21799,21799.0,0.0
14599,14599.0,0.0
33950,33950.0,0.0
17279,18299.0,1020.0
16898,16898.0,0.0
36790,36790.0,0.0
13299,13299.0,0.0
16199,16199.0,0.0
14599,14599.0,0.0
24499,24499.0,0.0
37999,35990.0,-2009.0
28980,22846.0,-6134.0
18999,19499.0,500.0
10999,10999.0,0.0
15499,15499.0,0.0
16439,16439.0,0.0
15970,15970.0,0.0
29990,25499.0,-4491.0
26690,24999.0,-1691.0
19980,19980.0,0.0
12999,12999.0,0.0
34490,36855.0,2365.0
23799,23799.0,0.0
14999,14999.0,0.0
17999,17999.0,0.0
15799,15799.0,0.0
23980,23980.0,0.0
18279,21299.0,3020.0
18999,18999.0,0.0
19980,19980.0,0.0
24499,26990.0,2491.0
17990,17990.0,0.0
17499,17499.0,0.0
11911,11911.0,0.0
34999,34999.0,0.0
21474,21474.0,0.0
16490,16490.0,0.0
36799,36799.0,0.0
18999,22799.0,3800.0
25499,31599.0,6100.0
35999,36092.0,93.0
14980,13489.0,-1491.0
22890,22890.0,0.0
29799,29799.0,0.0
37999,37999.0,0.0
13999,13999.0,0.0
23499,23499.0,0.0
19990,19990.0,0.0
19990,19990.0,0.0
10980,10980.0,0.0
14299,12985.0,-1314.0
23399,23399.0,0.0
24999,24999.0,0.0
26799,21999.0,-4800.0
20799,20799.0,0.0
15999,15999.0,0.0
14799,14799.0,0.0
27999,27999.0,0.0
16490,16490.0,0.0
16999,16499.0,-500.0
14499,15499.0,1000.0
22499,22499.0,0.0
21799,21799.0,0.0
12299,12299.0,0.0
39890,21799.0,-18091.0
27514,40900.0,13386.0
21979,21979.0,0.0
13599,13999.0,400.0
14599,14599.0,0.0
21999,21999.0,0.0
20900,20900.0,0.0
15499,15499.0,0.0
13979,13979.0,0.0
11478,11478.0,0.0
34880,34880.0,0.0
35299,35490.0,191.0
28999,23499.0,-5500.0
15999,15999.0,0.0
15999,15999.0,0.0
11790,11790.0,0.0
28599,28599.0,0.0
32999,32999.0,0.0
11499,11499.0,0.0
24499,24499.0,0.0
12779,12779.0,0.0
36990,36990.0,0.0
21499,14480.0,-7019.0
11499,11499.0,0.0
40999,40999.0,0.0
19799,17986.0,-1813.0
13999,13999.0,0.0
23299,23299.0,0.0
31799,29339.0,-2460.0
16299,16299.0,0.0
21289,21289.0,0.0
17499,17499.0,0.0
29900,27499.0,-2401.0
23999,25499.0,1500.0
35799,35799.0,0.0
19999,19199.0,-800.0
25599,19499.0,-6100.0
23980,23980.0,0.0
30999,30999.0,0.0
14880,14880.0,0.0
35499,39480.0,3981.0
15979,15979.0,0.0
14299,14299.0,0.0
16990,16990.0,0.0
36999,36999.0,0.0
12280,12280.0,0.0
18799,18799.0,0.0
31290,31290.0,0.0
14499,14499.0,0.0
11999,10299.0,-1700.0
23999,23999.0,0.0
16578,16578.0,0.0
18399,18399.0,0.0
41999,41999.0,0.0
15999,15999.0,0.0
13821,13821.0,0.0
18799,18799.0,0.0
15499,15499.0,0.0
40499,40499.0,0.0
16999,16999.0,0.0
12679,12679.0,0.0
13978,13978.0,0.0
21499,21499.0,0.0
12199,12199.0,0.0
28980,28980.0,0.0
33477,33477.0,0.0
14999,14999.0,0.0
16999,22299.0,5300.0
11999,11999.0,0.0
16999,16999.0,0.0
17999,18999.0,1000.0
9989,9989.0,0.0
22900,22900.0,0.0
20280,26499.0,6219.0
16499,16499.0,0.0
12480,12480.0,0.0
12299,12299.0,0.0
16299,16299.0,0.0
13999,13999.0,0.0
23499,23499.0,0.0
9299,9299.0,0.0
22999,22999.0,0.0
14799,14799.0,0.0
38690,38690.0,0.0
34999,34999.0,0.0
13299,12299.0,-1000.0
13299,13299.0,0.0
30599,30599.0,0.0
29499,27798.5,-1700.5
14190,14190.0,0.0
25499,25499.0,0.0
17499,17499.0,0.0
23299,23299.0,0.0
17999,17999.0,0.0
16480,16480.0,0.0
19499,19499.0,0.0
24299,24299.0,0.0
14980,14980.0,0.0
31499,31364.0,-135.0
22199,22199.0,0.0
12499,12499.0,0.0
11999,11999.0,0.0
17499,17499.0,0.0
18980,18980.0,0.0
19490,19490.0,0.0
12480,12480.0,0.0
9799,9799.0,0.0
14499,14499.0,0.0
23799,23799.0,0.0
11280,11280.0,0.0
16990,16990.0,0.0
19999,19999.0,0.0
9699,8499.0,-1200.0
18912,18912.0,0.0
15999,15999.0,0.0
21499,21499.0,0.0
19999,19999.0,0.0
38999,35699.0,-3300.0
28999,23599.0,-5400.0
14090,17799.0,3709.0
34999,34794.5,-204.5
38999,36855.0,-2144.0
28660,28660.0,0.0
33499,41299.0,7800.0
13999,13999.0,0.0
35599,35599.0,0.0
18499,18499.0,0.0
7499,7499.0,0.0
26999,26999.0,0.0
30499,30499.0,0.0
27499,27499.0,0.0
27799,27799.0,0.0
16999,16999.0,0.0
20999,20999.0,0.0
21490,21490.0,0.0
29299,29299.0,0.0
27299,26893.0,-406.0
9799,9799.0,0.0
13999,13999.0,0.0
19680,19680.0,0.0
37699,37699.0,0.0
18489,18489.0,0.0
12650,12650.0,0.0
24999,24999.0,0.0
26299,14399.0,-11900.0
17999,17999.0,0.0
31490,28499.0,-2991.0
21999,22799.0,800.0
10499,10499.0,0.0
17280,17280.0,0.0
11499,11499.0,0.0
10580,10580.0,0.0
37499,37499.0,0.0
18999,19900.0,901.0
14489,14489.0,0.0
12690,12690.0,0.0
18299,18299.0,0.0
19299,19299.0,0.0
14877,14877.0,0.0
17799,17799.0,0.0
14499,14499.0,0.0
14499,13499.0,-1000.0
25699,25699.0,0.0
21999,27799.0,5800.0
30999,30999.0,0.0
9579,9579.0,0.0
17480,17480.0,0.0
13999,13999.0,0.0
20999,18990.0,-2009.0
31990,31990.0,0.0
17799,17799.0,0.0
34890,34890.0,0.0
15799,15799.0,0.0
25299,25999.0,700.0
17799,17799.0,0.0
17980,27499.0,9519.0
32499,32499.0,0.0
15980,15980.0,0.0
16999,16999.0,0.0
15799,15799.0,0.0
24999,24999.0,0.0
27990,27990.0,0.0
13980,13980.0,0.0
21999,21999.0,0.0
37999,37999.0,0.0
18499,18499.0,0.0
19490,19490.0,0.0
22299,22299.0,0.0
33280,33280.0,0.0
29999,29999.0,0.0
15299,15299.0,0.0
14999,14999.0,0.0
15399,15399.0,0.0
11580,11580.0,0.0
16385,16385.0,0.0
29980,27499.0,-2481.0
15990,15990.0,0.0
39499,39499.0,0.0
16999,16999.0,0.0
36999,36999.0,0.0
14479,14479.0,0.0
24580,24580.0,0.0
14299,14299.0,0.0
12980,12980.0,0.0
18980,18980.0,0.0
14979,14979.0,0.0
14751,14751.0,0.0
27480,27480.0,0.0
13479,13479.0,0.0
31699,18590.0,-13109.0
16900,16900.0,0.0
34499,34499.0,0.0
25999,25799.0,-200.0
16990,16990.0,0.0
19799,19593.0,-206.0
11499,11499.0,0.0
16299,16299.0,0.0
26999,26999.0,0.0
26990,26990.0,0.0
25499,25499.0,0.0
8499,8499.0,0.0
18890,18890.0,0.0
25989,25989.0,0.0
18999,18999.0,0.0
18599,18599.0,0.0
21799,21799.0,0.0
25499,25499.0,0.0
24499,24580.0,81.0
12999,12999.0,0.0
38990,40999.0,2009.0
20499,20499.0,0.0
12799,12799.0,0.0
29299,29299.0,0.0
24490,26979.0,2489.0
12999,12999.0,0.0
11979,12650.0,671.0
24499,24499.0,0.0
15999,15999.0,0.0
19499,19499.0,0.0
22368,31364.0,8996.0
21999,32900.0,10901.0
12999,12999.0,0.0
12980,12980.0,0.0
19999,19999.0,0.0
14900,14900.0,0.0
15499,15499.0,0.0
26799,26799.0,0.0
17479,17479.0,0.0
18999,18999.0,0.0
20799,19558.0,-1241.0
27999,28999.0,1000.0
16490,16490.0,0.0
21999,21999.0,0.0
39990,31364.0,-8626.0
18990,18990.0,0.0
36999,36999.0,0.0
39999,31999.0,-8000.0
25690,29988.0,4298.0
13499,13480.0,-19.0
29999,29999.0,0.0
18590,18590.0,0.0
21979,21979.0,0.0
25499,21499.0,-4000.0
22990,22990.0,0.0
27499,27499.0,0.0
12799,12799.0,0.0
21979,26299.0,4320.0
21499,21499.0,0.0
13799,13799.0,0.0
17199,9680.0,-7519.0
15499,13499.0,-2000.0
12199,12199.0,0.0
19590,19590.0,0.0
17999,17999.0,0.0
9999,9999.0,0.0
15490,14899.0,-591.0
39499,39499.0,0.0
17999,17999.0,0.0
27999,27999.0,0.0
21999,21999.0,0.0
12999,12999.0,0.0
29899,31293.0,1394.0
32299,32299.0,0.0
18990,18990.0,0.0
22799,22799.0,0.0
28499,28499.0,0.0
19499,19499.0,0.0
11579,11579.0,0.0
13299,13299.0,0.0
26980,35900.0,8920.0
15690,15690.0,0.0
28499,28499.0,0.0
8640,8640.0,0.0
21499,21499.0,0.0
10499,10499.0,0.0
14329,14329.0,0.0
24580,24580.0,0.0
27299,27299.0,0.0
14999,14999.0,0.0
24299,26999.0,2700.0
20799,20799.0,0.0
14658,14658.0,0.0
23499,18299.0,-5200.0
13979,13979.0,0.0
13499,13499.0,0.0
17999,17999.0,0.0
37900,33980.0,-3920.0
11999,11999.0,0.0
16150,16150.0,0.0
16989,18999.0,2010.0
28299,28299.0,0.0
18499,18499.0,0.0
21999,21999.0,0.0
24499,22990.0,-1509.0
19978,19978.0,0.0
12699,12699.0,0.0
11484,11484.0,0.0
17450,17450.0,0.0
12499,12499.0,0.0
15999,15999.0,0.0
32999,32999.0,0.0
35989,35492.333333333336,-496.66666666666424
18499,18499.0,0.0
23456,23456.0,0.0
15490,15490.0,0.0
23999,31990.0,7991.0
14699,16150.0,1451.0
18499,18499.0,0.0
12999,12999.0,0.0
13499,13499.0,0.0
12980,14999.0,2019.0
10299,10299.0,0.0
27299,27299.0,0.0
35299,35299.0,0.0
37999,37999.0,0.0
10999,14299.0,3300.0
16499,16499.0,0.0
18480,18980.0,500.0
17499,17499.0,0.0
19799,19799.0,0.0
20999,20999.0,0.0
10990,10990.0,0.0
20748,16899.0,-3849.0
29199,29199.0,0.0
17799,17799.0,0.0
28990,28990.0,0.0
13499,13499.0,0.0
23999,23999.0,0.0
14499,14499.0,0.0
19299,18299.0,-1000.0
17999,17999.0,0.0
24990,24990.0,0.0
17790,17790.0,0.0
10999,10999.0,0.0
12499,12499.0,0.0
10580,10580.0,0.0
13999,13999.0,0.0
15990,13480.0,-2510.0
18999,18999.0,0.0
19299,19299.0,0.0
18480,18480.0,0.0
13990,13990.0,0.0
31999,31999.0,0.0
9999,9999.0,0.0
16999,16999.0,0.0
14999,14999.0,0.0
29999,29999.0,0.0
33899,33899.0,0.0
21499,20499.0,-1000.0
13689,13689.0,0.0
14999,14999.0,0.0
23999,23999.0,0.0
23990,23990.0,0.0
26499,26499.0,0.0
33499,36092.0,2593.0
29999,29999.0,0.0
18799,18799.0,0.0
15899,15899.0,0.0
17499,17499.0,0.0
12990,10999.0,-1991.0
39480,39480.0,0.0
